近30天登录天数,核心功能使用次数,团队成员数,当前套餐,客服咨询次数,月活跃时长_小时,自动化流程数,所属行业,数据量_GB,升级建议
13,26,7,专业版,0,2.8,5,咨询服务,11.9,保留当前套餐
12,16,12,基础版,2,22.9,4,制造,34.55,保留当前套餐
10,20,8,免费版,3,20.5,6,咨询服务,29.96,保留当前套餐
13,22,20,基础版,1,13.7,7,制造,20.12,保留当前套餐
11,28,14,免费版,0,25.4,4,电商,5.44,保留当前套餐
25,19,20,免费版,3,16.2,8,电商,13.87,升级专业版
1,24,16,基础版,0,20.7,3,电商,9.98,保留当前套餐
16,27,6,免费版,4,31.6,4,咨询服务,0.55,保留当前套餐
30,30,12,免费版,2,25.2,5,咨询服务,13.7,升级专业版
8,16,15,免费版,3,7.2,4,咨询服务,32.88,保留当前套餐
2,20,11,免费版,2,26.4,4,医疗,5.49,保留当前套餐
5,25,17,专业版,1,31.9,4,教育,38.71,保留当前套餐
1,24,6,基础版,1,11.6,1,咨询服务,11.19,保留当前套餐
25,19,3,基础版,3,34.8,6,电商,0.5,保留当前套餐
16,23,18,基础版,0,18.2,4,医疗,24.43,保留当前套餐
22,21,19,免费版,4,6.6,2,教育,12.63,保留当前套餐
30,28,2,基础版,2,35.2,8,教育,24.68,升级专业版
27,32,42,专业版,1,23.1,2,制造,29.28,升级专业版
13,23,8,免费版,2,8.3,4,教育,19.88,保留当前套餐
5,20,4,基础版,1,10.8,5,医疗,16.48,保留当前套餐
22,24,6,专业版,3,18.7,6,医疗,36.38,保留当前套餐
30,25,5,专业版,3,2.0,6,电商,24.57,升级专业版
11,24,21,基础版,1,27.1,7,医疗,25.39,保留当前套餐
2,18,3,免费版,2,26.9,3,制造,17.23,保留当前套餐
19,23,4,免费版,3,4.8,9,咨询服务,40.34,升级专业版
4,25,5,免费版,1,4.6,4,电商,16.54,保留当前套餐
5,25,21,免费版,0,11.5,3,教育,31.05,保留当前套餐
5,15,9,基础版,1,18.4,4,制造,19.33,保留当前套餐
22,15,8,基础版,4,18.4,2,教育,22.97,保留当前套餐
7,25,17,专业版,3,16.6,4,医疗,21.55,保留当前套餐
11,21,7,免费版,0,21.4,4,咨询服务,12.18,保留当前套餐
26,25,6,免费版,1,10.4,5,教育,35.71,升级专业版
20,21,3,专业版,3,15.5,11,制造,7.67,保留当前套餐
16,27,11,专业版,2,21.9,4,教育,33.75,保留当前套餐
16,22,6,免费版,2,31.2,5,医疗,3.82,保留当前套餐
5,22,9,基础版,2,19.3,3,电商,11.26,保留当前套餐
24,18,25,基础版,1,23.5,2,医疗,22.37,升级专业版
8,32,9,基础版,0,7.0,3,制造,28.01,保留当前套餐
13,24,9,基础版,1,1.0,5,咨询服务,27.92,保留当前套餐
29,24,14,基础版,2,8.9,2,教育,31.0,升级专业版
10,27,8,专业版,0,27.6,1,教育,20.42,保留当前套餐
28,39,51,免费版,3,17.5,3,电商,27.97,升级企业版
25,18,7,专业版,1,19.0,5,制造,20.09,保留当前套餐
15,20,10,免费版,1,23.1,8,医疗,22.2,升级专业版
30,23,14,基础版,2,5.5,5,电商,5.21,升级专业版
16,20,29,专业版,2,21.5,5,教育,0.5,保留当前套餐
20,22,4,免费版,0,18.5,6,医疗,21.41,升级专业版
10,27,8,基础版,4,5.6,7,医疗,11.83,保留当前套餐
16,28,9,专业版,3,23.0,6,电商,46.29,保留当前套餐
23,22,7,基础版,1,27.2,2,电商,40.54,升级专业版
8,11,26,基础版,1,18.2,3,教育,10.57,保留当前套餐
30,19,18,免费版,3,16.1,6,电商,26.62,升级企业版
27,24,3,免费版,0,3.8,4,医疗,5.22,升级专业版
9,24,16,基础版,0,17.4,4,医疗,21.96,保留当前套餐
20,20,9,免费版,1,26.0,4,咨询服务,13.8,升级专业版
19,19,20,免费版,3,16.8,6,医疗,1.03,保留当前套餐
20,25,6,免费版,4,29.7,5,制造,13.51,保留当前套餐
21,19,7,基础版,1,14.6,5,咨询服务,31.65,升级专业版
7,29,7,免费版,0,16.6,4,教育,24.15,保留当前套餐
23,20,16,专业版,2,22.1,1,制造,13.91,保留当前套餐
24,17,20,专业版,1,13.0,2,咨询服务,21.66,保留当前套餐
14,32,10,免费版,0,15.9,4,咨询服务,10.1,保留当前套餐
11,24,21,免费版,3,39.0,6,咨询服务,29.98,升级专业版
15,17,2,免费版,4,30.0,3,电商,19.03,保留当前套餐
4,26,16,基础版,0,26.4,8,电商,20.48,保留当前套餐
3,26,8,专业版,2,13.7,9,教育,15.66,保留当前套餐
19,22,10,专业版,0,7.3,5,医疗,20.99,保留当前套餐
20,27,6,基础版,2,14.9,11,制造,39.03,升级专业版
12,27,9,基础版,0,14.7,2,制造,25.67,保留当前套餐
2,12,24,专业版,4,19.9,4,教育,16.37,保留当前套餐
30,23,11,免费版,1,11.1,3,教育,16.41,升级专业版
30,24,27,基础版,1,13.0,4,制造,25.95,升级专业版
16,25,3,专业版,0,25.5,5,教育,35.77,保留当前套餐
14,16,10,专业版,1,20.7,1,电商,14.88,保留当前套餐
3,11,9,免费版,1,11.6,5,制造,22.23,保留当前套餐
26,27,10,免费版,1,21.3,6,教育,12.18,升级专业版
8,22,37,免费版,0,13.8,7,电商,12.12,保留当前套餐
9,21,9,基础版,2,14.9,7,咨询服务,27.24,保留当前套餐
6,22,5,专业版,5,22.6,4,教育,18.63,保留当前套餐
23,28,20,基础版,1,15.6,2,教育,22.28,升级专业版
16,15,9,基础版,1,37.5,4,制造,12.27,保留当前套餐
29,19,9,基础版,2,22.8,2,医疗,4.11,保留当前套餐
18,23,18,免费版,2,28.2,6,电商,26.2,升级专业版
16,19,13,基础版,1,20.2,3,医疗,9.38,保留当前套餐
28,24,1,免费版,3,26.1,4,咨询服务,31.48,升级专业版
23,30,8,免费版,1,17.5,7,电商,26.67,升级专业版
4,23,7,专业版,5,24.1,8,电商,31.7,保留当前套餐
12,21,4,基础版,1,13.1,4,咨询服务,14.27,保留当前套餐
23,20,12,基础版,2,27.0,4,教育,15.7,保留当前套餐
3,28,11,基础版,1,18.3,9,电商,20.9,保留当前套餐
2,29,9,免费版,3,5.2,1,教育,21.96,保留当前套餐
9,21,3,专业版,1,19.0,3,咨询服务,13.06,保留当前套餐
7,28,17,基础版,0,28.2,3,电商,38.02,保留当前套餐
25,21,6,专业版,1,21.6,6,医疗,22.43,保留当前套餐
7,25,57,基础版,1,25.3,2,医疗,9.21,保留当前套餐
15,30,22,免费版,2,4.9,6,教育,16.42,升级专业版
20,29,8,免费版,1,20.2,7,医疗,30.04,升级专业版
29,19,8,免费版,1,27.7,4,电商,3.77,升级专业版
3,24,5,免费版,2,22.9,3,电商,0.5,保留当前套餐
15,16,12,基础版,1,9.1,6,制造,18.37,保留当前套餐
23,32,2,基础版,2,10.3,6,医疗,23.63,保留当前套餐
5,18,4,免费版,0,14.3,2,教育,14.38,保留当前套餐
8,18,4,基础版,1,29.8,5,制造,6.95,保留当前套餐
29,25,2,基础版,1,5.2,2,医疗,14.18,保留当前套餐
9,24,6,免费版,1,11.6,6,医疗,0.5,保留当前套餐
24,23,6,专业版,1,16.6,8,教育,16.68,升级专业版
8,30,4,基础版,3,9.2,1,电商,8.06,保留当前套餐
16,16,44,专业版,1,7.2,1,制造,17.29,保留当前套餐
1,29,8,专业版,0,16.2,7,教育,3.87,保留当前套餐
21,16,12,免费版,1,2.9,3,咨询服务,12.31,保留当前套餐
24,25,16,免费版,2,30.1,5,医疗,19.75,升级专业版
7,26,22,基础版,1,16.5,1,电商,21.12,保留当前套餐
13,16,6,基础版,1,21.0,6,电商,13.51,保留当前套餐
3,30,6,基础版,3,13.7,8,制造,0.5,保留当前套餐
30,26,55,免费版,2,8.4,3,电商,21.64,升级专业版
27,24,13,基础版,1,19.3,2,电商,12.59,保留当前套餐
6,29,11,免费版,3,20.5,8,医疗,12.75,保留当前套餐
17,22,13,免费版,2,19.0,6,咨询服务,31.91,升级专业版
12,16,74,基础版,3,19.1,6,教育,17.11,保留当前套餐
8,21,18,基础版,1,23.4,6,制造,25.6,保留当前套餐
11,19,75,专业版,3,24.3,9,医疗,25.47,保留当前套餐
21,25,33,专业版,1,17.1,5,电商,16.01,升级专业版
28,24,9,免费版,2,28.1,5,教育,0.5,升级专业版
29,24,128,免费版,2,23.9,3,教育,16.03,升级企业版
3,29,4,基础版,0,29.3,6,制造,21.5,保留当前套餐
2,19,5,免费版,1,18.7,3,教育,23.84,保留当前套餐
5,29,5,免费版,2,30.0,6,教育,17.17,保留当前套餐
10,26,21,免费版,0,15.8,7,教育,11.49,保留当前套餐
29,28,7,基础版,1,12.0,8,制造,25.37,升级专业版
24,22,16,专业版,3,8.8,8,医疗,15.21,保留当前套餐
1,19,22,免费版,2,19.3,7,医疗,6.37,保留当前套餐
29,23,9,基础版,1,10.5,6,咨询服务,14.54,升级专业版
23,28,8,专业版,0,26.4,4,电商,16.28,保留当前套餐
18,17,6,专业版,1,7.5,5,电商,18.24,保留当前套餐
30,18,4,基础版,1,18.4,4,制造,15.44,升级专业版
15,22,4,免费版,2,22.5,4,电商,13.7,保留当前套餐
24,28,14,基础版,1,12.0,5,医疗,23.46,升级专业版
20,12,4,免费版,3,17.8,7,教育,15.44,保留当前套餐
23,23,8,免费版,0,13.2,8,电商,21.78,升级专业版
23,23,13,免费版,0,19.1,8,教育,13.75,升级专业版
18,25,12,免费版,1,25.6,5,咨询服务,0.5,升级专业版
7,33,3,基础版,2,25.0,5,医疗,4.02,保留当前套餐
25,19,10,免费版,2,23.5,3,制造,7.73,升级专业版
8,28,6,基础版,0,14.2,3,医疗,17.17,保留当前套餐
23,18,6,免费版,1,11.6,6,教育,30.67,升级专业版
27,26,7,免费版,1,16.4,6,医疗,15.21,升级专业版
4,12,10,免费版,1,21.3,5,教育,20.73,保留当前套餐
20,18,15,免费版,3,31.1,3,医疗,33.26,升级专业版
21,22,7,专业版,5,8.3,4,咨询服务,23.87,保留当前套餐
18,24,7,免费版,1,12.2,5,医疗,18.57,保留当前套餐
12,26,20,免费版,2,20.6,5,咨询服务,16.71,保留当前套餐
18,21,33,基础版,1,1.0,6,医疗,18.72,保留当前套餐
14,27,10,基础版,3,22.4,4,制造,27.87,保留当前套餐
19,27,43,专业版,0,10.2,3,咨询服务,10.69,保留当前套餐
24,22,5,基础版,0,10.3,2,医疗,7.88,升级专业版
29,21,12,基础版,2,13.2,4,制造,16.07,保留当前套餐
12,21,5,免费版,1,8.5,2,教育,8.78,保留当前套餐
5,21,1,免费版,1,9.1,2,医疗,11.31,保留当前套餐
12,19,11,专业版,1,20.3,3,制造,28.82,保留当前套餐
21,22,9,基础版,1,24.7,4,医疗,6.22,保留当前套餐
23,24,16,基础版,3,24.8,6,制造,15.53,保留当前套餐
17,19,3,基础版,2,10.6,3,制造,0.5,保留当前套餐
27,21,7,基础版,3,27.2,3,电商,0.5,升级专业版
16,23,10,基础版,0,32.2,3,电商,26.43,保留当前套餐
7,28,14,专业版,3,3.0,2,制造,23.84,保留当前套餐
19,21,8,免费版,1,19.6,7,咨询服务,32.02,升级专业版
12,21,10,免费版,1,11.8,13,医疗,2.91,保留当前套餐
25,22,49,免费版,2,22.9,6,咨询服务,18.21,升级专业版
27,28,4,专业版,3,23.2,8,教育,22.98,升级专业版
23,20,7,免费版,3,8.2,7,电商,20.98,升级专业版
19,28,20,专业版,0,15.7,1,教育,7.63,保留当前套餐
25,28,19,免费版,2,30.4,7,医疗,28.06,升级专业版
12,21,13,基础版,1,20.6,4,制造,32.61,保留当前套餐
24,16,3,专业版,1,12.0,2,制造,4.41,保留当前套餐
11,22,6,免费版,0,12.7,2,医疗,0.5,保留当前套餐
10,22,2,基础版,0,8.3,3,教育,8.97,保留当前套餐
11,19,3,专业版,1,30.4,5,电商,30.24,保留当前套餐
28,24,13,基础版,0,42.6,8,电商,21.89,升级企业版
1,26,5,免费版,1,18.9,3,教育,2.09,保留当前套餐
14,18,8,免费版,0,7.0,2,制造,2.08,保留当前套餐
10,23,4,基础版,1,3.5,2,电商,11.31,保留当前套餐
21,20,3,专业版,2,4.0,1,咨询服务,9.4,保留当前套餐
2,22,4,免费版,0,25.6,9,医疗,23.35,保留当前套餐
19,13,19,专业版,1,10.3,8,电商,20.19,保留当前套餐
23,19,19,基础版,1,22.0,4,教育,36.55,升级专业版
29,28,18,基础版,2,15.9,7,制造,16.79,升级专业版
6,24,3,基础版,1,2.0,4,制造,12.55,保留当前套餐
8,17,5,免费版,0,37.2,7,制造,5.89,保留当前套餐
2,21,27,专业版,3,18.5,6,医疗,0.5,保留当前套餐
16,22,13,免费版,2,34.3,3,教育,23.47,保留当前套餐
5,26,16,基础版,0,3.5,3,电商,27.44,保留当前套餐
6,21,6,免费版,1,21.4,2,咨询服务,10.73,保留当前套餐
30,18,11,专业版,3,17.6,7,电商,14.52,升级专业版
21,18,25,专业版,0,4.7,3,咨询服务,4.36,保留当前套餐
11,21,11,基础版,1,22.4,6,教育,22.35,保留当前套餐
19,26,11,基础版,4,6.9,5,教育,38.5,保留当前套餐
12,27,9,基础版,0,5.6,2,电商,37.22,保留当前套餐
13,26,3,免费版,0,24.3,6,制造,13.35,保留当前套餐
21,22,2,基础版,1,17.0,2,制造,12.51,保留当前套餐
21,26,14,免费版,3,27.0,3,教育,35.96,升级专业版
29,23,9,专业版,2,20.0,3,医疗,0.5,保留当前套餐
22,27,2,免费版,2,25.4,4,教育,26.27,升级专业版
8,23,6,基础版,0,15.9,4,制造,16.23,保留当前套餐
5,22,9,免费版,3,8.6,6,咨询服务,8.15,保留当前套餐
15,17,39,免费版,5,14.4,5,咨询服务,9.48,保留当前套餐
12,26,10,专业版,0,17.4,3,咨询服务,22.32,保留当前套餐
8,16,31,免费版,2,34.1,3,电商,13.08,保留当前套餐
7,28,8,免费版,2,30.4,3,电商,0.5,保留当前套餐
19,25,9,基础版,1,20.8,3,医疗,21.01,升级专业版
23,16,28,免费版,1,11.0,5,咨询服务,7.69,升级专业版
6,20,5,专业版,2,12.4,3,咨询服务,24.67,保留当前套餐
8,24,3,基础版,3,25.3,2,医疗,15.51,保留当前套餐
2,29,11,免费版,0,23.1,4,医疗,7.87,保留当前套餐
6,19,7,免费版,3,18.6,5,咨询服务,33.39,保留当前套餐
26,20,8,专业版,0,32.1,1,制造,0.5,升级专业版
12,28,6,免费版,1,20.8,3,医疗,15.87,保留当前套餐
29,19,5,专业版,1,4.0,4,咨询服务,2.92,保留当前套餐
19,22,12,免费版,2,18.8,6,教育,23.26,升级专业版
25,19,17,专业版,5,10.3,5,教育,4.68,保留当前套餐
18,18,28,专业版,1,16.1,2,医疗,1.67,保留当前套餐
21,28,5,专业版,1,6.3,4,制造,0.5,保留当前套餐
8,24,16,基础版,0,12.9,7,教育,20.78,保留当前套餐
10,22,19,基础版,3,18.4,2,制造,2.92,保留当前套餐
22,16,45,基础版,2,10.5,5,医疗,22.71,升级专业版
19,20,45,基础版,1,9.9,1,咨询服务,12.52,升级专业版
30,27,7,免费版,1,15.5,1,教育,14.36,升级专业版
29,19,5,基础版,0,23.5,9,电商,7.26,升级专业版
3,28,4,基础版,0,15.8,2,咨询服务,20.12,保留当前套餐
6,18,27,基础版,2,11.4,4,咨询服务,16.31,保留当前套餐
20,18,64,基础版,3,18.8,10,医疗,33.26,升级专业版
19,17,24,免费版,1,25.1,2,制造,0.5,保留当前套餐
3,26,129,免费版,3,22.0,3,教育,41.32,升级专业版
19,22,6,免费版,1,10.6,3,医疗,22.62,保留当前套餐
13,20,3,免费版,2,24.0,7,教育,14.8,保留当前套餐
28,13,4,免费版,1,19.8,4,教育,12.75,升级专业版
11,15,3,专业版,0,5.0,4,制造,19.65,保留当前套餐
27,23,40,基础版,3,23.1,6,电商,0.84,升级专业版
13,22,23,免费版,1,26.2,2,教育,0.5,保留当前套餐
22,24,30,基础版,1,22.9,6,咨询服务,0.5,升级专业版
2,19,4,专业版,2,17.0,5,制造,17.64,保留当前套餐
15,19,5,专业版,0,12.2,7,制造,24.09,保留当前套餐
23,27,11,免费版,3,1.0,8,医疗,14.68,升级专业版
11,28,9,专业版,4,13.4,6,制造,45.38,保留当前套餐
24,27,7,专业版,3,43.3,5,教育,19.17,升级专业版
25,20,9,基础版,3,28.4,3,咨询服务,31.18,升级专业版
18,19,13,专业版,4,22.3,7,制造,0.5,保留当前套餐
28,24,15,专业版,5,19.2,5,咨询服务,18.62,升级专业版
19,23,3,专业版,2,7.6,3,医疗,22.3,保留当前套餐
25,25,11,基础版,1,23.0,6,制造,20.88,升级专业版
15,19,27,基础版,1,4.2,7,教育,9.89,保留当前套餐
24,20,6,免费版,2,22.5,6,咨询服务,23.43,升级专业版
28,30,7,免费版,2,27.7,1,教育,23.54,升级专业版
27,24,16,免费版,2,21.9,1,教育,14.88,升级专业版
13,20,3,专业版,1,22.2,2,医疗,18.74,保留当前套餐
3,21,4,免费版,3,11.2,4,制造,0.5,保留当前套餐
15,17,2,专业版,3,19.9,8,教育,8.55,保留当前套餐
9,23,19,专业版,2,27.9,4,教育,27.75,保留当前套餐
26,29,3,免费版,1,15.0,7,咨询服务,19.68,升级专业版
25,23,17,基础版,3,15.6,7,电商,17.98,保留当前套餐
7,22,15,免费版,2,25.1,6,电商,20.29,保留当前套餐
4,17,13,免费版,3,2.2,6,教育,32.48,保留当前套餐
21,31,2,基础版,0,17.0,5,电商,22.49,升级专业版
10,26,14,专业版,2,15.6,3,教育,0.5,保留当前套餐
22,22,4,基础版,0,18.2,5,咨询服务,18.94,保留当前套餐
25,15,8,免费版,0,30.2,5,教育,11.69,升级专业版
19,17,21,免费版,1,32.9,4,制造,28.11,升级专业版
14,28,2,免费版,1,20.2,4,咨询服务,2.54,保留当前套餐
9,17,15,免费版,0,18.2,3,制造,8.95,保留当前套餐
1,25,4,免费版,2,8.3,7,医疗,16.49,保留当前套餐
22,14,9,免费版,3,19.9,5,医疗,17.1,保留当前套餐
13,17,54,专业版,1,20.8,4,咨询服务,24.0,保留当前套餐
11,22,69,免费版,4,27.4,8,教育,24.03,保留当前套餐
21,22,12,基础版,1,20.2,4,医疗,11.79,升级专业版
6,23,8,免费版,4,16.7,2,咨询服务,34.51,保留当前套餐
22,25,4,免费版,0,14.6,9,电商,5.88,升级专业版
25,24,22,免费版,0,13.0,3,咨询服务,10.83,升级专业版
23,26,4,基础版,2,10.8,5,咨询服务,31.84,保留当前套餐
22,23,12,基础版,0,16.0,7,教育,20.5,升级专业版
1,22,5,免费版,0,15.4,2,教育,14.95,保留当前套餐
4,15,11,基础版,1,24.0,1,制造,39.23,保留当前套餐
21,19,17,基础版,2,26.7,6,医疗,18.44,升级专业版
15,23,20,免费版,1,17.2,6,电商,10.66,升级专业版
8,25,17,专业版,4,9.4,4,医疗,16.92,保留当前套餐
19,25,3,专业版,2,17.1,4,制造,37.24,保留当前套餐
12,13,19,专业版,4,18.6,10,电商,5.93,保留当前套餐
28,22,10,免费版,0,13.7,2,制造,3.35,升级专业版
25,22,10,基础版,1,27.8,2,咨询服务,7.09,保留当前套餐
16,27,26,免费版,4,22.3,6,电商,35.66,升级专业版
12,28,10,免费版,4,24.1,6,教育,28.21,保留当前套餐
29,19,5,免费版,0,15.3,6,医疗,0.5,升级专业版
24,17,3,免费版,2,8.6,5,医疗,14.96,升级专业版
26,23,8,基础版,4,11.6,2,教育,5.47,保留当前套餐
25,25,13,基础版,0,16.3,7,制造,22.77,升级专业版
6,23,8,专业版,2,1.0,12,电商,22.63,保留当前套餐
5,21,69,基础版,2,17.8,4,咨询服务,7.21,保留当前套餐
9,17,9,专业版,2,25.1,1,医疗,17.24,保留当前套餐
12,22,4,免费版,4,1.0,8,咨询服务,5.93,保留当前套餐
16,29,6,专业版,2,12.6,6,制造,0.5,保留当前套餐
30,20,2,免费版,2,27.2,8,医疗,27.15,升级企业版
5,19,6,免费版,1,19.2,6,电商,23.33,保留当前套餐
13,20,13,免费版,1,5.1,3,医疗,29.03,保留当前套餐
5,26,22,基础版,5,14.0,3,教育,18.66,保留当前套餐
10,18,7,免费版,1,22.6,4,电商,17.06,保留当前套餐
11,28,21,基础版,1,11.8,10,电商,11.07,保留当前套餐
22,24,20,专业版,1,19.6,3,电商,0.5,保留当前套餐
18,20,2,专业版,6,28.2,5,医疗,6.69,保留当前套餐
26,20,6,基础版,1,19.7,5,制造,7.5,升级专业版
9,22,7,免费版,2,4.7,3,医疗,0.5,保留当前套餐
24,23,7,免费版,4,26.1,4,制造,23.59,升级专业版
15,21,4,免费版,3,12.2,3,制造,24.46,保留当前套餐
22,31,7,基础版,3,15.4,2,咨询服务,28.46,保留当前套餐
24,29,12,免费版,2,29.9,3,制造,10.0,升级专业版
2,25,10,免费版,1,25.6,4,制造,6.92,保留当前套餐
29,19,48,专业版,1,15.6,6,电商,10.95,升级专业版
23,17,5,专业版,3,42.6,4,制造,12.94,保留当前套餐
22,21,18,基础版,2,2.1,5,咨询服务,0.5,保留当前套餐
21,19,4,基础版,1,12.8,4,咨询服务,33.86,升级专业版
13,28,19,基础版,2,20.9,6,医疗,17.66,保留当前套餐
10,32,32,基础版,1,19.7,3,咨询服务,18.89,保留当前套餐
29,33,3,免费版,1,1.0,5,医疗,17.74,升级专业版
23,21,7,基础版,0,18.1,3,咨询服务,12.55,升级专业版
9,23,2,免费版,0,14.8,1,制造,32.79,保留当前套餐
28,18,19,专业版,1,21.5,2,电商,17.03,保留当前套餐
18,14,12,基础版,2,11.1,3,医疗,21.4,保留当前套餐
16,18,23,专业版,1,6.1,7,咨询服务,25.26,保留当前套餐
17,22,2,免费版,3,20.1,4,咨询服务,13.93,保留当前套餐
10,18,5,基础版,1,33.9,3,教育,22.49,保留当前套餐
2,19,21,免费版,1,6.0,5,咨询服务,13.23,保留当前套餐
29,26,4,基础版,3,3.1,3,医疗,35.47,升级专业版
19,30,3,基础版,3,12.6,8,教育,15.04,升级专业版
21,20,2,基础版,2,23.0,3,咨询服务,21.05,保留当前套餐
18,23,1,基础版,1,10.5,5,教育,26.61,升级专业版
1,26,4,基础版,1,26.6,1,医疗,9.31,保留当前套餐
3,23,4,专业版,1,23.5,6,电商,2.12,保留当前套餐
9,32,29,免费版,1,26.0,6,咨询服务,17.98,保留当前套餐
26,18,22,基础版,1,1.0,6,电商,0.5,保留当前套餐
21,19,8,免费版,2,15.5,3,咨询服务,9.58,升级专业版
3,14,6,免费版,1,27.5,2,电商,14.33,保留当前套餐
29,30,3,基础版,1,26.0,4,医疗,21.88,升级专业版
13,27,4,基础版,2,19.8,5,咨询服务,7.65,保留当前套餐
3,25,8,基础版,1,18.7,8,教育,0.5,保留当前套餐
26,17,30,基础版,1,17.3,6,教育,19.47,升级专业版
4,22,3,专业版,2,25.7,4,教育,9.35,保留当前套餐
29,27,13,基础版,1,13.0,4,医疗,24.21,升级专业版
7,24,3,免费版,2,1.7,6,医疗,14.11,保留当前套餐
9,24,25,专业版,1,20.2,6,教育,24.79,保留当前套餐
22,17,4,专业版,1,35.6,5,制造,27.29,升级专业版
9,16,7,基础版,3,12.0,4,教育,19.18,保留当前套餐
18,17,12,免费版,0,12.4,9,教育,9.44,升级专业版
7,22,4,基础版,3,20.1,3,教育,21.2,保留当前套餐
30,27,6,基础版,4,1.0,5,电商,0.5,保留当前套餐
28,24,11,基础版,3,18.9,5,电商,0.5,保留当前套餐
15,29,6,基础版,1,23.8,0,制造,21.25,保留当前套餐
4,16,9,基础版,5,1.0,7,咨询服务,13.19,保留当前套餐
14,26,4,免费版,2,22.5,5,电商,43.15,升级专业版
4,21,21,专业版,2,17.4,5,制造,12.48,保留当前套餐
11,16,5,专业版,4,17.8,3,医疗,18.62,保留当前套餐
24,22,7,免费版,0,32.8,7,咨询服务,26.05,升级企业版
3,20,19,基础版,4,28.6,4,咨询服务,17.55,保留当前套餐
28,23,21,免费版,2,13.0,4,制造,10.49,升级专业版
