近30天登录天数,核心功能使用次数,团队成员数,当前套餐,客服咨询次数,月活跃时长_小时,自动化流程数,所属行业,数据量_GB,升级建议
27,18,9,基础版,1,14.8,4,制造,25.57,升级专业版
29,14,5,基础版,3,9.7,4,咨询服务,12.41,保留当前套餐
2,24,13,基础版,2,24.5,3,教育,16.57,保留当前套餐
16,29,22,基础版,4,14.8,7,制造,8.08,保留当前套餐
1,24,4,专业版,4,1.0,9,教育,18.67,保留当前套餐
3,27,15,基础版,1,28.0,11,医疗,10.08,保留当前套餐
15,26,4,免费版,1,29.1,5,医疗,33.51,升级专业版
7,16,3,免费版,3,32.1,3,制造,13.84,保留当前套餐
29,19,18,基础版,1,24.9,2,电商,22.74,升级专业版
10,23,6,基础版,0,24.3,5,电商,23.35,保留当前套餐
21,20,2,基础版,1,23.4,6,教育,10.37,保留当前套餐
28,23,9,专业版,2,14.1,1,咨询服务,10.27,保留当前套餐
4,30,6,基础版,5,24.9,6,电商,13.66,保留当前套餐
4,27,15,免费版,1,23.5,6,电商,44.44,保留当前套餐
24,19,8,基础版,2,20.2,7,制造,40.03,升级专业版
8,32,32,免费版,2,20.9,2,电商,22.13,保留当前套餐
11,23,7,免费版,0,27.7,6,教育,21.46,保留当前套餐
25,25,3,专业版,1,25.7,10,电商,0.5,保留当前套餐
14,29,2,免费版,2,12.8,5,制造,18.57,保留当前套餐
30,20,9,免费版,1,14.2,4,咨询服务,32.53,升级专业版
4,26,4,免费版,1,25.8,6,电商,18.56,保留当前套餐
19,29,8,免费版,2,25.4,5,咨询服务,15.58,升级专业版
4,18,55,免费版,1,1.0,5,电商,23.23,保留当前套餐
26,19,5,专业版,1,8.1,6,电商,12.48,保留当前套餐
13,16,39,基础版,0,20.8,1,医疗,42.93,保留当前套餐
16,23,17,专业版,0,32.2,5,教育,11.15,保留当前套餐
19,24,6,基础版,3,23.8,5,医疗,22.27,保留当前套餐
10,12,7,基础版,1,19.5,6,制造,28.7,保留当前套餐
23,25,12,基础版,4,14.6,4,制造,29.11,保留当前套餐
6,21,17,免费版,3,19.8,3,咨询服务,7.6,保留当前套餐
25,32,4,专业版,3,1.1,5,医疗,12.56,保留当前套餐
16,32,5,免费版,3,4.4,5,教育,15.35,保留当前套餐
17,18,27,专业版,1,1.0,1,咨询服务,24.09,保留当前套餐
25,21,4,专业版,1,42.0,1,电商,30.86,升级专业版
30,24,24,免费版,1,2.7,3,教育,39.9,升级专业版
23,32,4,基础版,1,4.8,8,制造,14.52,升级专业版
22,28,2,基础版,2,16.2,1,电商,21.95,保留当前套餐
24,17,20,专业版,3,13.2,6,医疗,18.0,保留当前套餐
15,29,11,专业版,4,21.1,3,制造,27.31,保留当前套餐
4,24,4,免费版,0,23.5,5,制造,17.34,保留当前套餐
26,20,13,专业版,0,25.3,4,制造,23.75,升级专业版
25,28,6,专业版,1,7.0,4,制造,15.62,保留当前套餐
3,29,6,专业版,1,29.6,4,医疗,36.32,保留当前套餐
2,21,3,免费版,1,21.5,4,医疗,20.37,保留当前套餐
23,28,6,免费版,2,10.7,2,教育,14.42,升级专业版
5,25,29,基础版,4,26.1,1,制造,16.18,保留当前套餐
26,31,8,免费版,3,9.9,6,医疗,14.68,升级专业版
13,24,16,基础版,3,16.1,4,制造,3.48,保留当前套餐
9,21,12,免费版,1,6.4,3,医疗,10.55,保留当前套餐
7,27,5,免费版,1,6.5,3,制造,9.35,保留当前套餐
27,29,12,基础版,2,23.1,4,教育,14.05,升级专业版
17,19,9,专业版,0,21.5,1,医疗,25.71,保留当前套餐
5,28,4,专业版,2,16.2,4,教育,20.09,保留当前套餐
14,17,2,免费版,0,28.1,3,医疗,17.77,保留当前套餐
20,14,5,专业版,2,19.1,9,咨询服务,16.44,保留当前套餐
22,30,7,基础版,0,15.9,2,教育,21.39,保留当前套餐
24,21,8,基础版,2,13.4,1,制造,27.55,升级专业版
22,32,5,免费版,1,13.2,5,制造,37.69,升级专业版
7,11,6,专业版,0,30.1,4,咨询服务,22.05,保留当前套餐
15,27,3,基础版,2,1.0,2,医疗,22.49,保留当前套餐
29,33,6,基础版,4,36.3,4,制造,11.75,升级专业版
23,23,2,基础版,2,5.8,3,教育,15.75,升级专业版
4,27,6,免费版,3,19.3,3,制造,9.76,保留当前套餐
16,19,10,专业版,1,21.3,3,教育,4.1,保留当前套餐
29,27,9,基础版,0,26.7,4,咨询服务,15.41,升级专业版
29,25,14,专业版,3,22.2,4,咨询服务,18.8,升级专业版
11,20,10,基础版,1,19.1,11,咨询服务,21.69,保留当前套餐
22,20,12,基础版,1,23.6,5,医疗,0.5,升级专业版
25,23,4,专业版,4,26.8,6,咨询服务,8.28,保留当前套餐
23,25,9,基础版,1,18.6,5,医疗,0.5,升级专业版
20,22,26,基础版,1,13.4,4,咨询服务,11.98,保留当前套餐
14,18,17,免费版,1,14.6,2,制造,11.49,保留当前套餐
12,25,8,专业版,2,14.9,5,电商,16.2,保留当前套餐
30,27,14,基础版,1,5.8,5,医疗,21.6,升级专业版
8,21,7,基础版,2,19.1,4,电商,29.07,保留当前套餐
21,30,8,专业版,0,17.4,1,教育,2.42,保留当前套餐
28,23,15,免费版,1,14.1,5,电商,16.81,升级专业版
10,22,13,基础版,2,34.4,4,电商,3.13,保留当前套餐
9,23,3,基础版,2,27.3,3,医疗,35.32,保留当前套餐
5,24,4,专业版,0,17.8,1,教育,38.73,保留当前套餐
23,13,7,专业版,2,18.6,2,教育,17.85,保留当前套餐
2,25,2,免费版,2,17.1,2,电商,31.26,保留当前套餐
22,30,6,免费版,3,20.0,2,制造,5.98,升级专业版
2,20,2,免费版,2,21.8,7,制造,6.6,保留当前套餐
1,24,8,免费版,1,28.6,5,制造,1.19,保留当前套餐
18,20,13,免费版,1,19.8,4,制造,22.71,升级专业版
22,22,3,基础版,2,15.5,9,电商,22.88,升级专业版
15,38,47,专业版,0,9.8,10,教育,24.35,升级专业版
8,32,4,专业版,4,9.7,3,电商,4.11,保留当前套餐
22,29,5,基础版,3,20.7,2,咨询服务,24.09,保留当前套餐
11,19,32,免费版,1,17.0,6,电商,14.25,保留当前套餐
10,28,8,基础版,3,21.5,4,电商,9.93,保留当前套餐
10,23,13,专业版,0,5.1,3,医疗,29.83,保留当前套餐
8,24,8,免费版,3,25.2,1,医疗,26.39,保留当前套餐
26,27,8,专业版,3,17.7,5,医疗,21.32,升级专业版
29,13,21,基础版,0,19.6,6,电商,0.5,升级专业版
15,17,6,专业版,2,13.5,7,咨询服务,12.69,保留当前套餐
14,26,15,专业版,5,26.8,8,教育,6.88,保留当前套餐
27,21,23,基础版,1,15.5,4,电商,15.37,保留当前套餐
24,15,10,基础版,2,9.7,4,医疗,35.03,升级专业版
10,32,4,免费版,0,36.8,6,制造,0.5,保留当前套餐
25,30,5,基础版,0,8.5,6,咨询服务,9.55,升级专业版
7,14,20,基础版,0,25.9,3,医疗,12.5,保留当前套餐
8,32,3,免费版,3,1.0,9,制造,19.88,保留当前套餐
30,29,9,基础版,3,7.3,3,医疗,52.36,升级专业版
20,19,9,专业版,5,18.6,0,咨询服务,8.97,保留当前套餐
11,24,4,专业版,1,7.3,2,制造,28.33,保留当前套餐
17,22,3,免费版,1,20.0,4,医疗,17.75,保留当前套餐
8,15,29,免费版,1,25.6,5,咨询服务,22.5,保留当前套餐
1,29,4,专业版,2,25.8,4,制造,21.23,保留当前套餐
17,22,17,基础版,1,33.4,2,教育,24.92,保留当前套餐
19,24,6,专业版,4,2.8,4,教育,15.19,保留当前套餐
14,28,10,免费版,1,23.5,8,电商,25.52,升级专业版
30,17,34,免费版,2,19.9,2,电商,25.61,升级专业版
5,25,10,专业版,2,9.4,3,制造,15.26,保留当前套餐
26,18,5,基础版,1,27.2,4,咨询服务,21.13,升级专业版
4,20,14,基础版,3,21.3,1,医疗,28.4,保留当前套餐
29,25,10,免费版,6,19.8,8,电商,23.46,升级专业版
2,20,9,免费版,1,4.3,6,咨询服务,12.1,保留当前套餐
24,27,11,免费版,1,12.9,3,制造,13.65,升级专业版
8,22,3,基础版,2,18.8,4,咨询服务,9.56,保留当前套餐
3,21,21,基础版,0,18.3,3,医疗,17.8,保留当前套餐
28,27,10,免费版,0,12.1,5,制造,32.69,升级专业版
18,29,9,专业版,1,14.0,5,制造,6.64,保留当前套餐
7,24,35,专业版,0,15.3,1,教育,14.05,保留当前套餐
27,29,3,基础版,1,17.5,10,咨询服务,25.24,升级企业版
25,23,12,基础版,0,17.5,7,制造,28.11,升级专业版
30,24,7,专业版,2,32.1,3,制造,11.95,升级专业版
15,17,7,专业版,2,22.9,9,咨询服务,30.76,保留当前套餐
26,24,6,基础版,1,15.7,5,教育,19.66,升级专业版
17,24,17,免费版,1,18.0,3,电商,0.5,保留当前套餐
9,18,7,免费版,1,25.1,2,电商,26.79,保留当前套餐
18,18,32,基础版,0,31.5,4,教育,1.66,保留当前套餐
5,21,6,免费版,2,16.5,3,电商,9.08,保留当前套餐
25,27,9,免费版,5,22.9,3,医疗,28.23,升级专业版
1,28,8,免费版,4,19.0,3,制造,24.4,保留当前套餐
1,18,3,专业版,0,11.5,2,医疗,29.81,保留当前套餐
22,22,22,基础版,4,21.2,5,电商,14.44,保留当前套餐
2,18,6,免费版,2,24.5,5,制造,12.06,保留当前套餐
8,18,9,基础版,0,5.0,4,制造,4.01,保留当前套餐
21,20,3,基础版,4,21.1,7,电商,7.29,保留当前套餐
21,24,5,基础版,1,21.2,5,医疗,0.5,保留当前套餐
14,32,3,基础版,2,9.8,8,医疗,37.15,保留当前套餐
17,27,20,基础版,2,1.0,5,咨询服务,24.99,保留当前套餐
18,18,23,基础版,1,18.7,11,制造,33.43,升级专业版
15,30,17,免费版,1,32.9,2,制造,0.5,升级专业版
9,24,21,免费版,0,12.7,4,电商,14.57,保留当前套餐
3,23,6,基础版,2,20.6,6,教育,13.43,保留当前套餐
2,22,7,免费版,3,5.1,3,制造,26.54,保留当前套餐
20,18,60,基础版,1,25.2,6,电商,14.05,保留当前套餐
23,26,7,专业版,0,13.1,6,医疗,24.09,保留当前套餐
1,32,4,专业版,0,17.7,5,制造,7.86,保留当前套餐
27,13,17,基础版,4,20.6,5,教育,1.59,保留当前套餐
22,33,7,免费版,0,24.0,5,医疗,10.24,升级专业版
23,23,15,免费版,2,12.6,4,制造,21.12,升级专业版
8,18,16,免费版,1,24.7,3,制造,26.87,升级专业版
5,24,12,基础版,3,16.0,10,医疗,0.5,保留当前套餐
9,36,5,免费版,0,31.2,8,教育,20.09,升级专业版
11,15,23,基础版,5,14.8,1,医疗,7.44,保留当前套餐
28,22,1,免费版,4,9.9,5,制造,16.8,升级专业版
17,27,2,免费版,0,11.4,3,教育,26.4,升级专业版
7,27,44,基础版,2,24.6,4,电商,27.75,保留当前套餐
13,17,16,专业版,1,29.6,4,制造,31.45,保留当前套餐
29,27,5,免费版,1,22.1,5,教育,16.03,升级企业版
5,28,8,免费版,2,27.6,4,教育,23.23,保留当前套餐
5,15,4,专业版,0,27.2,2,咨询服务,10.89,保留当前套餐
20,22,4,专业版,0,34.9,5,咨询服务,11.43,保留当前套餐
14,20,7,基础版,1,34.9,2,制造,27.18,保留当前套餐
13,18,11,基础版,1,5.1,4,制造,30.42,保留当前套餐
3,24,2,专业版,5,27.5,4,教育,22.53,保留当前套餐
29,15,15,专业版,0,16.0,3,教育,26.61,升级专业版
20,22,9,基础版,1,10.4,6,教育,5.11,保留当前套餐
25,29,5,免费版,0,15.8,2,电商,15.62,升级专业版
1,33,6,免费版,1,6.4,5,电商,25.21,保留当前套餐
26,22,9,免费版,1,29.6,3,制造,0.5,升级专业版
14,24,2,专业版,2,7.0,4,教育,28.62,保留当前套餐
20,17,10,免费版,2,19.0,4,电商,14.85,保留当前套餐
24,20,17,免费版,1,20.1,4,教育,16.82,升级专业版
13,25,17,专业版,2,21.4,2,咨询服务,13.23,保留当前套餐
21,20,15,免费版,2,11.7,6,制造,0.5,保留当前套餐
24,25,19,基础版,0,17.6,5,医疗,15.84,升级专业版
21,14,30,免费版,0,17.0,2,教育,27.56,升级专业版
3,22,7,基础版,2,30.6,2,制造,7.64,保留当前套餐
29,21,6,基础版,2,15.7,5,咨询服务,36.42,升级专业版
4,22,7,免费版,2,20.0,2,咨询服务,34.12,保留当前套餐
6,25,10,基础版,2,25.4,2,医疗,10.66,保留当前套餐
18,24,21,基础版,5,7.3,4,咨询服务,32.28,保留当前套餐
5,23,3,专业版,1,19.6,2,医疗,12.96,保留当前套餐
1,22,10,免费版,0,6.9,7,教育,40.15,保留当前套餐
3,22,5,免费版,2,32.2,8,教育,29.84,保留当前套餐
4,17,19,免费版,0,20.2,2,制造,19.03,保留当前套餐
10,19,11,基础版,3,11.4,11,医疗,13.4,保留当前套餐
12,20,20,基础版,1,25.5,5,医疗,3.86,保留当前套餐
25,19,3,专业版,2,23.6,2,教育,23.07,保留当前套餐
24,22,17,基础版,1,1.0,2,制造,8.27,保留当前套餐
6,25,19,免费版,0,11.2,5,电商,21.08,保留当前套餐
12,28,10,免费版,3,12.2,5,电商,29.38,保留当前套餐
25,21,25,专业版,3,28.5,4,教育,7.82,保留当前套餐
24,19,8,专业版,1,22.8,5,教育,9.63,保留当前套餐
27,18,5,免费版,1,19.6,7,制造,19.07,升级企业版
5,23,48,专业版,0,24.4,0,医疗,6.27,保留当前套餐
30,19,5,免费版,4,7.9,3,医疗,27.38,升级专业版
4,20,35,免费版,2,18.6,8,制造,36.06,保留当前套餐
8,25,20,专业版,1,22.4,2,制造,22.37,保留当前套餐
3,22,10,免费版,3,10.3,10,制造,8.8,保留当前套餐
15,28,24,专业版,2,14.8,3,教育,0.5,保留当前套餐
16,15,49,免费版,1,24.7,4,咨询服务,24.05,升级专业版
28,20,12,免费版,1,19.4,5,电商,41.37,升级专业版
5,29,6,免费版,2,18.1,3,咨询服务,14.3,保留当前套餐
20,26,3,专业版,2,22.6,3,电商,3.79,保留当前套餐
6,36,5,基础版,4,8.9,4,电商,8.37,保留当前套餐
15,22,11,基础版,1,24.1,8,医疗,27.5,保留当前套餐
21,18,15,基础版,3,21.7,6,电商,10.11,保留当前套餐
4,16,12,基础版,2,1.2,2,咨询服务,12.11,保留当前套餐
5,33,9,专业版,2,13.2,3,教育,20.48,保留当前套餐
19,17,8,免费版,1,21.4,6,咨询服务,13.39,保留当前套餐
21,23,6,专业版,1,38.0,6,电商,0.5,保留当前套餐
10,18,13,基础版,1,16.3,3,教育,32.89,保留当前套餐
4,29,10,基础版,1,20.8,4,电商,18.34,保留当前套餐
13,24,25,基础版,0,32.1,4,制造,28.3,保留当前套餐
7,22,10,免费版,1,18.5,7,电商,8.46,保留当前套餐
27,25,13,专业版,2,17.1,2,医疗,18.76,升级专业版
6,22,50,免费版,4,6.9,4,制造,9.81,保留当前套餐
13,24,12,免费版,0,30.5,7,医疗,0.5,保留当前套餐
13,29,3,基础版,2,29.9,3,电商,19.24,保留当前套餐
8,26,10,基础版,0,1.0,5,教育,30.77,保留当前套餐
7,35,11,基础版,1,28.1,2,医疗,8.88,保留当前套餐
22,29,1,基础版,1,25.5,4,咨询服务,11.95,升级专业版
25,26,10,免费版,1,24.1,2,医疗,38.06,升级专业版
13,13,15,免费版,2,3.6,5,医疗,12.35,保留当前套餐
17,20,8,免费版,1,1.8,8,制造,35.08,保留当前套餐
3,30,10,免费版,1,41.8,6,教育,5.51,保留当前套餐
9,28,4,基础版,1,6.7,6,医疗,30.6,保留当前套餐
25,26,41,免费版,1,21.6,2,医疗,23.97,升级专业版
7,21,24,基础版,2,26.8,6,教育,29.59,保留当前套餐
22,24,6,基础版,2,13.5,0,教育,1.86,保留当前套餐
10,28,5,专业版,2,21.8,3,医疗,14.73,保留当前套餐
9,28,20,专业版,1,7.4,6,电商,5.24,保留当前套餐
26,27,6,免费版,1,12.3,3,医疗,25.91,升级专业版
16,16,6,专业版,0,5.6,4,教育,10.32,保留当前套餐
11,24,4,基础版,2,26.6,4,咨询服务,19.41,保留当前套餐
19,24,8,基础版,2,23.0,4,电商,12.9,保留当前套餐
29,21,11,免费版,1,15.4,1,制造,22.88,升级专业版
4,28,30,专业版,0,27.1,6,电商,29.19,保留当前套餐
9,28,2,免费版,1,20.1,4,咨询服务,23.95,保留当前套餐
15,22,9,免费版,2,19.2,4,医疗,21.77,保留当前套餐
2,23,14,基础版,2,4.1,6,电商,30.72,保留当前套餐
14,25,4,基础版,2,17.2,6,咨询服务,11.46,保留当前套餐
9,21,5,专业版,1,19.0,1,咨询服务,21.33,保留当前套餐
13,22,14,专业版,0,16.1,4,医疗,3.78,保留当前套餐
25,23,7,基础版,0,44.3,5,制造,29.81,升级专业版
3,30,13,专业版,4,21.5,8,制造,31.78,保留当前套餐
19,23,3,基础版,1,20.3,3,咨询服务,10.12,保留当前套餐
22,23,44,专业版,0,14.0,3,医疗,24.21,保留当前套餐
22,22,12,专业版,3,22.8,6,制造,31.25,保留当前套餐
10,22,14,专业版,0,1.0,5,制造,10.11,保留当前套餐
12,33,12,免费版,2,29.3,7,咨询服务,24.29,升级专业版
1,21,7,免费版,3,20.4,4,教育,17.69,保留当前套餐
5,32,4,基础版,3,19.5,1,咨询服务,20.37,保留当前套餐
28,26,12,基础版,2,19.9,8,咨询服务,7.1,升级专业版
29,28,4,免费版,0,14.9,2,医疗,17.26,升级专业版
30,22,18,基础版,0,16.4,5,医疗,3.03,升级专业版
7,18,27,免费版,3,20.1,3,电商,12.99,保留当前套餐
26,26,4,免费版,1,16.5,3,制造,30.06,升级专业版
22,31,8,基础版,2,19.2,1,医疗,16.05,升级专业版
14,19,47,专业版,0,24.9,2,咨询服务,24.27,保留当前套餐
24,25,4,专业版,0,14.8,4,电商,1.18,保留当前套餐
9,30,8,免费版,3,26.4,3,教育,19.61,保留当前套餐
20,23,7,基础版,0,15.5,5,咨询服务,0.5,保留当前套餐
25,22,8,免费版,2,29.8,3,咨询服务,40.48,升级专业版
11,25,5,基础版,1,34.0,1,医疗,14.67,保留当前套餐
27,20,6,免费版,1,20.8,6,教育,25.67,升级专业版
13,28,22,基础版,2,16.2,6,教育,22.15,保留当前套餐
6,30,10,专业版,1,31.5,8,制造,42.31,保留当前套餐
6,27,8,免费版,4,24.4,4,咨询服务,36.15,保留当前套餐
22,27,27,专业版,2,5.9,6,电商,16.03,保留当前套餐
4,17,5,基础版,2,16.5,3,制造,2.2,保留当前套餐
6,28,16,免费版,3,16.4,2,电商,18.02,保留当前套餐
27,22,9,免费版,2,22.0,12,咨询服务,7.29,升级专业版
7,26,3,基础版,1,17.5,6,教育,22.29,保留当前套餐
9,18,17,基础版,2,15.5,2,电商,16.63,保留当前套餐
13,25,15,免费版,3,9.5,6,教育,0.5,保留当前套餐
5,21,10,免费版,3,11.5,1,制造,25.37,保留当前套餐
8,21,16,免费版,1,21.6,7,制造,37.86,升级专业版
29,23,5,基础版,1,23.6,11,制造,9.18,升级专业版
16,26,2,基础版,2,19.8,2,咨询服务,14.27,保留当前套餐
26,15,16,专业版,1,31.2,5,医疗,8.43,保留当前套餐
10,22,4,免费版,3,6.5,3,电商,10.04,保留当前套餐
27,17,16,专业版,0,14.3,3,咨询服务,7.37,保留当前套餐
26,25,13,专业版,2,29.8,6,咨询服务,15.77,升级专业版
19,22,36,基础版,1,5.7,3,教育,0.8,保留当前套餐
16,25,5,基础版,1,15.9,5,咨询服务,39.9,升级专业版
30,24,1,基础版,0,11.7,2,医疗,9.17,升级专业版
28,27,12,免费版,0,27.0,3,咨询服务,42.52,升级企业版
30,15,8,免费版,1,34.2,3,教育,21.63,升级专业版
28,15,20,基础版,3,32.4,6,电商,11.48,升级专业版
4,16,2,基础版,3,10.3,5,制造,20.27,保留当前套餐
5,30,4,免费版,0,1.0,4,教育,10.48,保留当前套餐
20,27,8,基础版,2,7.2,8,医疗,13.52,保留当前套餐
11,18,16,基础版,1,18.4,1,教育,31.4,保留当前套餐
21,17,14,免费版,2,11.8,3,电商,18.21,保留当前套餐
20,18,15,基础版,0,17.8,2,教育,2.14,保留当前套餐
24,26,13,专业版,2,13.1,6,医疗,28.49,保留当前套餐
5,20,19,专业版,2,10.8,9,制造,5.82,保留当前套餐
15,25,6,专业版,1,11.7,6,电商,20.05,保留当前套餐
22,21,11,免费版,2,26.5,5,电商,6.72,升级专业版
17,25,1,免费版,2,17.7,5,电商,3.84,保留当前套餐
12,23,11,基础版,6,25.2,4,医疗,0.7,保留当前套餐
13,21,19,专业版,0,19.3,5,医疗,17.62,保留当前套餐
21,29,6,基础版,0,28.0,0,电商,5.79,保留当前套餐
17,26,11,免费版,1,18.3,2,教育,26.16,升级专业版
10,24,5,专业版,2,24.4,6,制造,36.87,保留当前套餐
25,27,4,专业版,0,1.0,6,医疗,26.05,保留当前套餐
1,30,7,基础版,2,27.9,6,教育,22.15,保留当前套餐
4,19,4,基础版,4,12.2,5,电商,20.0,保留当前套餐
9,24,16,基础版,2,14.5,2,电商,14.21,保留当前套餐
19,20,13,免费版,2,22.5,5,医疗,25.51,升级专业版
10,19,8,免费版,1,33.4,1,咨询服务,31.09,保留当前套餐
25,23,16,免费版,1,14.7,6,咨询服务,3.26,升级专业版
29,18,13,免费版,1,6.1,5,制造,23.79,升级专业版
8,20,10,基础版,0,3.6,4,电商,30.83,保留当前套餐
2,23,10,专业版,3,30.9,4,咨询服务,23.89,保留当前套餐
5,25,17,免费版,3,13.4,3,咨询服务,9.62,保留当前套餐
20,30,8,基础版,0,4.2,10,制造,18.08,升级专业版
2,18,8,免费版,3,6.1,2,电商,14.95,保留当前套餐
6,20,13,免费版,1,24.9,4,电商,19.12,保留当前套餐
22,22,16,基础版,2,18.2,7,电商,20.48,升级专业版
14,28,12,免费版,1,38.2,6,教育,38.1,升级专业版
20,23,7,专业版,2,18.5,8,教育,17.15,保留当前套餐
28,28,12,基础版,2,20.8,2,咨询服务,26.97,升级专业版
21,20,1,专业版,2,11.6,6,医疗,13.45,保留当前套餐
2,23,16,专业版,3,1.0,5,医疗,22.31,保留当前套餐
19,27,34,专业版,1,15.8,5,制造,9.91,保留当前套餐
7,30,6,免费版,3,24.9,4,制造,6.47,保留当前套餐
24,30,4,免费版,1,11.8,5,医疗,3.18,升级专业版
21,19,5,基础版,5,11.9,5,教育,27.94,保留当前套餐
27,21,5,基础版,3,15.3,4,医疗,0.5,保留当前套餐
6,14,19,免费版,4,17.3,6,制造,19.5,保留当前套餐
13,19,5,专业版,1,10.2,5,电商,0.5,保留当前套餐
15,16,25,免费版,3,18.3,4,医疗,21.67,保留当前套餐
2,28,9,免费版,0,19.0,5,医疗,16.71,保留当前套餐
15,23,11,基础版,2,1.0,4,制造,6.56,保留当前套餐
2,15,7,基础版,1,38.7,4,咨询服务,39.35,保留当前套餐
11,23,13,免费版,0,17.6,5,咨询服务,27.24,保留当前套餐
22,27,12,基础版,2,16.4,7,教育,16.31,保留当前套餐
23,32,9,专业版,2,4.5,6,教育,22.83,升级专业版
30,22,9,免费版,1,18.4,7,教育,6.71,升级专业版
27,28,5,基础版,3,19.3,2,医疗,37.15,升级专业版
22,21,11,免费版,1,12.0,3,咨询服务,35.94,升级专业版
6,19,2,基础版,1,1.5,4,医疗,24.22,保留当前套餐
10,21,7,专业版,4,22.0,4,咨询服务,35.48,保留当前套餐
11,14,9,免费版,1,28.0,4,咨询服务,17.44,保留当前套餐
14,20,11,免费版,1,32.8,5,教育,18.47,升级专业版
18,29,9,基础版,1,32.8,2,咨询服务,16.61,保留当前套餐
30,26,14,免费版,3,23.0,5,电商,49.52,升级企业版
15,19,3,免费版,3,31.3,6,咨询服务,13.92,升级专业版
10,23,8,基础版,3,20.6,6,教育,21.49,保留当前套餐
16,24,9,免费版,2,22.5,6,制造,2.84,保留当前套餐
28,22,3,免费版,3,11.4,1,电商,20.12,升级专业版
17,21,14,基础版,4,17.7,4,咨询服务,0.5,保留当前套餐
8,26,15,专业版,1,17.8,4,教育,12.22,保留当前套餐
